text,label_numeric,label,cleaned_text,tokens
LEFU LA TŠOENE LE QHOMA NAHENG EA BOAHISANE,-1,negative,lefu la toene le qhoma naheng ea boahisane,"['lefu', 'la', 'toene', 'le', 'qhoma', 'naheng', 'ea', 'boahisane']"
'MUSO O CHAKELA LELAPA KAMORA HO FENETHA MORA LONA,-1,negative,muso o chakela lelapa kamora ho fenetha mora lona,"['muso', 'o', 'chakela', 'lelapa', 'kamora', 'ho', 'fenetha', 'mora', 'lona']"
MOFU OA ITOANELA NUL,-1,negative,mofu oa itoanela nul,"['mofu', 'oa', 'itoanela', 'nul']"
LINOKOANE LI HLASELA BANKA,-1,negative,linokoane li hlasela banka,"['linokoane', 'li', 'hlasela', 'banka']"
MOSALI O NEHELA MOEA A NTSE A BETOA,-1,negative,mosali o nehela moea a ntse a betoa,"['mosali', 'o', 'nehela', 'moea', 'a', 'ntse', 'a', 'betoa']"
LEBONE LA TSOSOLOTSO LE TLA POTOLOHA LE LITEREKE,1,positive,lebone la tsosolotso le tla potoloha le litereke,"['lebone', 'la', 'tsosolotso', 'le', 'tla', 'potoloha', 'le', 'litereke']"
MOKHATLO O THOPHOTHETSA THUTO KA TLHEKEFETSO,1,positive,mokhatlo o thophothetsa thuto ka tlhekefetso,"['mokhatlo', 'o', 'thophothetsa', 'thuto', 'ka', 'tlhekefetso']"
BAHOEBI BA LIKHOHO BA TŠOARA MOHOANTO,0,neutral,bahoebi ba likhoho ba toara mohoanto,"['bahoebi', 'ba', 'likhoho', 'ba', 'toara', 'mohoanto']"
MOLOI O TŠOAROA HOTELENG,-1,negative,moloi o toaroa hoteleng,"['moloi', 'o', 'toaroa', 'hoteleng']"
MONNA O BATLA M3 MILLIONE,0,neutral,monna o batla m millione,"['monna', 'o', 'batla', 'm', 'millione']"
MAPOLESA A THIBELOA HO EA JOALENG BOSIU,0,neutral,mapolesa a thibeloa ho ea joaleng bosiu,"['mapolesa', 'a', 'thibeloa', 'ho', 'ea', 'joaleng', 'bosiu']"
SEPETLELE SE TSOA PUO KA NGAKA E QOSOANG KA PETO,-1,negative,sepetlele se tsoa puo ka ngaka e qosoang ka peto,"['sepetlele', 'se', 'tsoa', 'puo', 'ka', 'ngaka', 'e', 'qosoang', 'ka', 'peto']"
LESOLE LE FANA KA THUTO E MATLA SEKOLONG,1,positive,lesole le fana ka thuto e matla sekolong,"['lesole', 'le', 'fana', 'ka', 'thuto', 'e', 'matla', 'sekolong']"
BARUI BA LIKHOHO BA HOANTELA TONAKHOLO,-1,negative,barui ba likhoho ba hoantela tonakholo,"['barui', 'ba', 'likhoho', 'ba', 'hoantela', 'tonakholo']"
BACHA BA RE MOLAO O MASOBA,-1,negative,bacha ba re molao o masoba,"['bacha', 'ba', 're', 'molao', 'o', 'masoba']"
OFIRISI E KHOTLA KA TJOTJO EA M40 000,-1,negative,ofirisi e khotla ka tjotjo ea m,"['ofirisi', 'e', 'khotla', 'ka', 'tjotjo', 'ea', 'm']"
SENOKOANE SE AHLOLOA LILEMO TSE 54 TOROPONG,-1,negative,senokoane se ahloloa lilemo tse toropong,"['senokoane', 'se', 'ahloloa', 'lilemo', 'tse', 'toropong']"
MOPOROFETA O TLA SETEREKENG,1,positive,moporofeta o tla seterekeng,"['moporofeta', 'o', 'tla', 'seterekeng']"
BATHO BA NTŠA TONAKHOLO MEJO HANONG,-1,negative,batho ba nta tonakholo mejo hanong,"['batho', 'ba', 'nta', 'tonakholo', 'mejo', 'hanong']"
TONAKHOLO O SOABISA LIRA O FA MAFUTSANA MOPUTSO OA HAE,1,positive,tonakholo o soabisa lira o fa mafutsana moputso oa hae,"['tonakholo', 'o', 'soabisa', 'lira', 'o', 'fa', 'mafutsana', 'moputso', 'oa', 'hae']"
BONA TŠENYO E BAKILOENG KE BATHO,-1,negative,bona tenyo e bakiloeng ke batho,"['bona', 'tenyo', 'e', 'bakiloeng', 'ke', 'batho']"
MASHOLU A 52K KHOTLA,-1,negative,masholu a k khotla,"['masholu', 'a', 'k', 'khotla']"
AUSI O EA NGAKENG,1,positive,ausi o ea ngakeng,"['ausi', 'o', 'ea', 'ngakeng']"
MAKALANG O MAKALLA KHIRO EA LEKALA LA 'MUSO,-1,negative,makalang o makalla khiro ea lekala la muso,"['makalang', 'o', 'makalla', 'khiro', 'ea', 'lekala', 'la', 'muso']"
KOMPONE EA MARANGRANG E RE SEJO SENYANE HA SE FETE MOLOMO,1,positive,kompone ea marangrang e re sejo senyane ha se fete molomo,"['kompone', 'ea', 'marangrang', 'e', 're', 'sejo', 'senyane', 'ha', 'se', 'fete', 'molomo']"
SEBINI SE HLOKAHALLA SEPETLELE,-1,negative,sebini se hlokahalla sepetlele,"['sebini', 'se', 'hlokahalla', 'sepetlele']"
LIFOTO TSA MOFUMAHALI OA SEBOHOLI LI TŠOARA SECHABA HABOHLOKO,-1,negative,lifoto tsa mofumahali oa seboholi li toara sechaba habohloko,"['lifoto', 'tsa', 'mofumahali', 'oa', 'seboholi', 'li', 'toara', 'sechaba', 'habohloko']"
NTOA EA MARANGRANG E TUKA MALAKABE,-1,negative,ntoa ea marangrang e tuka malakabe,"['ntoa', 'ea', 'marangrang', 'e', 'tuka', 'malakabe']"
MOSALI O NEHELA MOEA A NTSA A BETOA,-1,negative,mosali o nehela moea a ntsa a betoa,"['mosali', 'o', 'nehela', 'moea', 'a', 'ntsa', 'a', 'betoa']"
MOPOLOTIKI O KOPA SECHABA SE MOKHETHE,-1,negative,mopolotiki o kopa sechaba se mokhethe,"['mopolotiki', 'o', 'kopa', 'sechaba', 'se', 'mokhethe']"
'MUSO O HLOTSOE HO PHOLOSA LEBENKELE,-1,negative,muso o hlotsoe ho pholosa lebenkele,"['muso', 'o', 'hlotsoe', 'ho', 'pholosa', 'lebenkele']"
MONNA A BOLAILENG BATHO O LOKOLLOA KA BEILI,-1,negative,monna a bolaileng batho o lokolloa ka beili,"['monna', 'a', 'bolaileng', 'batho', 'o', 'lokolloa', 'ka', 'beili']"
LELAPA LA SEBINI LE TOSA PUO,0,neutral,lelapa la sebini le tosa puo,"['lelapa', 'la', 'sebini', 'le', 'tosa', 'puo']"
SEBINI SE TLA KA HARE HO NAHA,1,positive,sebini se tla ka hare ho naha,"['sebini', 'se', 'tla', 'ka', 'hare', 'ho', 'naha']"
HO THOE BANNA BA UTSOITSE M150 000 BETHENG,-1,negative,ho thoe banna ba utsoitse m betheng,"['ho', 'thoe', 'banna', 'ba', 'utsoitse', 'm', 'betheng']"
SEBINI KE MOFU,-1,negative,sebini ke mofu,"['sebini', 'ke', 'mofu']"
LIKOETA LI FENETHA LESOLE,-1,negative,likoeta li fenetha lesole,"['likoeta', 'li', 'fenetha', 'lesole']"
'NA HA KEA MO JA,1,positive,na ha kea mo ja,"['na', 'ha', 'kea', 'mo', 'ja']"
MOPOLOTIKI O PHOQA LEQHEKOANA,1,positive,mopolotiki o phoqa leqhekoana,"['mopolotiki', 'o', 'phoqa', 'leqhekoana']"
RE BATLISENG MONNA,0,neutral,re batliseng monna,"['re', 'batliseng', 'monna']"
SESOLE SE THULANA LE MOKHA,-1,negative,sesole se thulana le mokha,"['sesole', 'se', 'thulana', 'le', 'mokha']"
'ME OAKA ESALE A NYAMELA LABOHLANO,-1,negative,me oaka esale a nyamela labohlano,"['me', 'oaka', 'esale', 'a', 'nyamela', 'labohlano']"
HAO HLOKE MOLIMO HORE O RUOE,-1,negative,hao hloke molimo hore o ruoe,"['hao', 'hloke', 'molimo', 'hore', 'o', 'ruoe']"
MOLISANA O SHOELLA NAHA-THOTE,-1,negative,molisana o shoella nahathote,"['molisana', 'o', 'shoella', 'nahathote']"
HO PHUTHOA LITOPO TSE 53 NOKENG,-1,negative,ho phuthoa litopo tse nokeng,"['ho', 'phuthoa', 'litopo', 'tse', 'nokeng']"
ATAMELANG LE TLO UTLOA,0,neutral,atamelang le tlo utloa,"['atamelang', 'le', 'tlo', 'utloa']"
TONAKHOLO O ETELA MOPORESITENTE,1,positive,tonakholo o etela moporesitente,"['tonakholo', 'o', 'etela', 'moporesitente']"
MOBISHOPO KE MOFU,-1,negative,mobishopo ke mofu,"['mobishopo', 'ke', 'mofu']"
MAKHOMOSHA A 11 A TŠOAROA,-1,negative,makhomosha a a toaroa,"['makhomosha', 'a', 'a', 'toaroa']"
MOTSOALLE OA MOQHOBI OA LEPHELE ESALE A NYAMELA KA KOLOI,-1,negative,motsoalle oa moqhobi oa lephele esale a nyamela ka koloi,"['motsoalle', 'oa', 'moqhobi', 'oa', 'lephele', 'esale', 'a', 'nyamela', 'ka', 'koloi']"
NKHONO O HLAISA PUO KA SETLOHOLO SE TŠOEROENG,-1,negative,nkhono o hlaisa puo ka setloholo se toeroeng,"['nkhono', 'o', 'hlaisa', 'puo', 'ka', 'setloholo', 'se', 'toeroeng']"
MONNA O UTSOA KA MASENE A PHOKOJOE,-1,negative,monna o utsoa ka masene a phokojoe,"['monna', 'o', 'utsoa', 'ka', 'masene', 'a', 'phokojoe']"
MOSHANYANA A LILEMO LI 17 O TŠOAROA A BETA MOKOKO,-1,negative,moshanyana a lilemo li o toaroa a beta mokoko,"['moshanyana', 'a', 'lilemo', 'li', 'o', 'toaroa', 'a', 'beta', 'mokoko']"
MONNA O BATLA M3 000 000,-1,negative,monna o batla m,"['monna', 'o', 'batla', 'm']"
LEBENKELE LA LIJO LE TLO BULOA,1,positive,lebenkele la lijo le tlo buloa,"['lebenkele', 'la', 'lijo', 'le', 'tlo', 'buloa']"
MARABELE A FENETHA MASOLE A MAHLANO,-1,negative,marabele a fenetha masole a mahlano,"['marabele', 'a', 'fenetha', 'masole', 'a', 'mahlano']"
BAKULI BA EANG SEPETLELE BOSIU BA MATHATENG,-1,negative,bakuli ba eang sepetlele bosiu ba mathateng,"['bakuli', 'ba', 'eang', 'sepetlele', 'bosiu', 'ba', 'mathateng']"
MONNA O QHALA LENYALO LA MONNA E MONG,-1,negative,monna o qhala lenyalo la monna e mong,"['monna', 'o', 'qhala', 'lenyalo', 'la', 'monna', 'e', 'mong']"
NTLO EA MONNA E FEFOHILE,-1,negative,ntlo ea monna e fefohile,"['ntlo', 'ea', 'monna', 'e', 'fefohile']"
SEPOLESA SE TŠOARA MAKHOMOSHA A 8 LE BATHO BA 63 BA SENANG LITOKOMANE,-1,negative,sepolesa se toara makhomosha a le batho ba ba senang litokomane,"['sepolesa', 'se', 'toara', 'makhomosha', 'a', 'le', 'batho', 'ba', 'ba', 'senang', 'litokomane']"
SEPETLELE SE NTŠA POLELO KA NGAKA E QOSOANG,-1,negative,sepetlele se nta polelo ka ngaka e qosoang,"['sepetlele', 'se', 'nta', 'polelo', 'ka', 'ngaka', 'e', 'qosoang']"
KE MAKHATHENG A LEFU KE KOPA TSOARELO,1,positive,ke makhatheng a lefu ke kopa tsoarelo,"['ke', 'makhatheng', 'a', 'lefu', 'ke', 'kopa', 'tsoarelo']"
BATHO BA 16 BA TŠOAROA BA SENA LITOKOMANE,-1,negative,batho ba ba toaroa ba sena litokomane,"['batho', 'ba', 'ba', 'toaroa', 'ba', 'sena', 'litokomane']"
NKHONO O KOKONA BAITHUTI CHELETE,-1,negative,nkhono o kokona baithuti chelete,"['nkhono', 'o', 'kokona', 'baithuti', 'chelete']"
MASOLE A KIBAKIBA KA M12 MILIONE HAPE,1,positive,masole a kibakiba ka m milione hape,"['masole', 'a', 'kibakiba', 'ka', 'm', 'milione', 'hape']"
MOQOSUOA POLAONG O BATLA BEILE,-1,negative,moqosuoa polaong o batla beile,"['moqosuoa', 'polaong', 'o', 'batla', 'beile']"
MONNA O JELE LICHELETE TSA RONA,-1,negative,monna o jele lichelete tsa rona,"['monna', 'o', 'jele', 'lichelete', 'tsa', 'rona']"
LITHO TSA MOKHA LI KOATILE HAPE,-1,negative,litho tsa mokha li koatile hape,"['litho', 'tsa', 'mokha', 'li', 'koatile', 'hape']"
NGOANA O INOLOA KA LETAMONG,1,positive,ngoana o inoloa ka letamong,"['ngoana', 'o', 'inoloa', 'ka', 'letamong']"
BANNA BA BABELI BA KENA HA MOTHO BA MO HLABELA LEFU,-1,negative,banna ba babeli ba kena ha motho ba mo hlabela lefu,"['banna', 'ba', 'babeli', 'ba', 'kena', 'ha', 'motho', 'ba', 'mo', 'hlabela', 'lefu']"
SEPOLESA SE KOPA HO BATLISOA BANNA BA BOLAILENG LELAPA LA BATHO BA 4 LE MOLISANA OA LONA,-1,negative,sepolesa se kopa ho batlisoa banna ba bolaileng lelapa la batho ba le molisana oa lona,"['sepolesa', 'se', 'kopa', 'ho', 'batlisoa', 'banna', 'ba', 'bolaileng', 'lelapa', 'la', 'batho', 'ba', 'le', 'molisana', 'oa', 'lona']"
SEPOLESA SE BATLANA LE MONNA,-1,negative,sepolesa se batlana le monna,"['sepolesa', 'se', 'batlana', 'le', 'monna']"
MOSALI O HANA CHELETE,-1,negative,mosali o hana chelete,"['mosali', 'o', 'hana', 'chelete']"
MOQHOBI OA LEPHELE O BOLAEA E MONG HO TSEKOA MOETI,-1,negative,moqhobi oa lephele o bolaea e mong ho tsekoa moeti,"['moqhobi', 'oa', 'lephele', 'o', 'bolaea', 'e', 'mong', 'ho', 'tsekoa', 'moeti']"
BATHO BA CHAISITSOENG KE LEPHELE BA NTSE BA PHELA,1,positive,batho ba chaisitsoeng ke lephele ba ntse ba phela,"['batho', 'ba', 'chaisitsoeng', 'ke', 'lephele', 'ba', 'ntse', 'ba', 'phela']"
LIKHOMO LI QETA HO UTSUOA,-1,negative,likhomo li qeta ho utsuoa,"['likhomo', 'li', 'qeta', 'ho', 'utsuoa']"
BANNA BA TSOAROA KA BOSHOLU,-1,negative,banna ba tsoaroa ka bosholu,"['banna', 'ba', 'tsoaroa', 'ka', 'bosholu']"
MOITHUTI E MONG O HLOKAHALA A QETA HO NKA LENGOLO,-1,negative,moithuti e mong o hlokahala a qeta ho nka lengolo,"['moithuti', 'e', 'mong', 'o', 'hlokahala', 'a', 'qeta', 'ho', 'nka', 'lengolo']"
MOPOLOTIKI O TŠOELA HO SECHOA HOA E MONG KA MATHE,-1,negative,mopolotiki o toela ho sechoa hoa e mong ka mathe,"['mopolotiki', 'o', 'toela', 'ho', 'sechoa', 'hoa', 'e', 'mong', 'ka', 'mathe']"
KOLOI EA LEPHELE E CHAISITSE BATHO,-1,negative,koloi ea lephele e chaisitse batho,"['koloi', 'ea', 'lephele', 'e', 'chaisitse', 'batho']"
NGAKA EA LEKOEREKOERE E TŠOEROE,-1,negative,ngaka ea lekoerekoere e toeroe,"['ngaka', 'ea', 'lekoerekoere', 'e', 'toeroe']"
MAPOLESA HA A FUMANA SETHUNYA HA MOPOLOTIKI,1,positive,mapolesa ha a fumana sethunya ha mopolotiki,"['mapolesa', 'ha', 'a', 'fumana', 'sethunya', 'ha', 'mopolotiki']"
MORENA O OA LLA,-1,negative,morena o oa lla,"['morena', 'o', 'oa', 'lla']"
LETONA LE HLAHLOBA TŠENYO,-1,negative,letona le hlahloba tenyo,"['letona', 'le', 'hlahloba', 'tenyo']"
LESHOLU LE IPATA KA HARA PHOOFO,-1,negative,lesholu le ipata ka hara phoofo,"['lesholu', 'le', 'ipata', 'ka', 'hara', 'phoofo']"
MONNA O FIHLILE HA HAE A NTSE A BOLOKEHILE,1,positive,monna o fihlile ha hae a ntse a bolokehile,"['monna', 'o', 'fihlile', 'ha', 'hae', 'a', 'ntse', 'a', 'bolokehile']"
KOMPONE EA MARANG-RANG E OTLOLLA TABA,1,positive,kompone ea marangrang e otlolla taba,"['kompone', 'ea', 'marangrang', 'e', 'otlolla', 'taba']"
RE UTSOELITSOE KOLOI MAOBANE,-1,negative,re utsoelitsoe koloi maobane,"['re', 'utsoelitsoe', 'koloi', 'maobane']"
LINKU TSE ROBELI LI NYAMETSE,-1,negative,linku tse robeli li nyametse,"['linku', 'tse', 'robeli', 'li', 'nyametse']"
MOSALI OA MOPOLOTIKI O PHETHA SE ETSAHETSENG,0,neutral,mosali oa mopolotiki o phetha se etsahetseng,"['mosali', 'oa', 'mopolotiki', 'o', 'phetha', 'se', 'etsahetseng']"
SEBINI SE PHOQILE SECHABA,-1,negative,sebini se phoqile sechaba,"['sebini', 'se', 'phoqile', 'sechaba']"
KOMPONE E THAKHOLA LIBUKA,1,positive,kompone e thakhola libuka,"['kompone', 'e', 'thakhola', 'libuka']"
MOPOLOTIKI O RE SEPOLESA SE POTA-POTILE HA HAE KA LITHUNYA,-1,negative,mopolotiki o re sepolesa se potapotile ha hae ka lithunya,"['mopolotiki', 'o', 're', 'sepolesa', 'se', 'potapotile', 'ha', 'hae', 'ka', 'lithunya']"
MOOKI O LAHLELOA KHOHLONG EA MORITI OA LEFU,-1,negative,mooki o lahleloa khohlong ea moriti oa lefu,"['mooki', 'o', 'lahleloa', 'khohlong', 'ea', 'moriti', 'oa', 'lefu']"
BAITHUTI BA TINNGOE EA MALAENE,-1,negative,baithuti ba tinngoe ea malaene,"['baithuti', 'ba', 'tinngoe', 'ea', 'malaene']"
MOPOLOTIKI O OA NYALA,1,positive,mopolotiki o oa nyala,"['mopolotiki', 'o', 'oa', 'nyala']"
TONAKHOLO O LAETILE TOROPO KA BOBOLU,-1,negative,tonakholo o laetile toropo ka bobolu,"['tonakholo', 'o', 'laetile', 'toropo', 'ka', 'bobolu']"
LEKHOTLA LE RE MONNA A KHUTLELE MOSEBETSING,1,positive,lekhotla le re monna a khutlele mosebetsing,"['lekhotla', 'le', 're', 'monna', 'a', 'khutlele', 'mosebetsing']"
UTLOA MELEKO EA LEKALA LA 'MUSO,-1,negative,utloa meleko ea lekala la muso,"['utloa', 'meleko', 'ea', 'lekala', 'la', 'muso']"
BAPOLOTIKI BA BACHA BA KENA PARAMENTENG,1,positive,bapolotiki ba bacha ba kena paramenteng,"['bapolotiki', 'ba', 'bacha', 'ba', 'kena', 'paramenteng']"
MONNA O ROTELA MAFOSISA,1,positive,monna o rotela mafosisa,"['monna', 'o', 'rotela', 'mafosisa']"
LINOKOANE LI NTSE LI BATLOA KE SEPOLESA,-1,negative,linokoane li ntse li batloa ke sepolesa,"['linokoane', 'li', 'ntse', 'li', 'batloa', 'ke', 'sepolesa']"
SEBOULELI KHOTLA KA POLAO EA NYATSI,-1,negative,sebouleli khotla ka polao ea nyatsi,"['sebouleli', 'khotla', 'ka', 'polao', 'ea', 'nyatsi']"
MOKOAO O SHOELLA PIZZA EA MOTHO,-1,negative,mokoao o shoella pizza ea motho,"['mokoao', 'o', 'shoella', 'pizza', 'ea', 'motho']"
SEKARAPA SA MONNA SE REKISOA M3.3 MILIONE,-1,negative,sekarapa sa monna se rekisoa m milione,"['sekarapa', 'sa', 'monna', 'se', 'rekisoa', 'm', 'milione']"
PHOOA MAPARAMENTE,-1,negative,phooa maparamente,"['phooa', 'maparamente']"
BAPOLOTIKI BA KHALEMA MOPARAMENTE HO HLEPHA KA HANONG,-1,negative,bapolotiki ba khalema moparamente ho hlepha ka hanong,"['bapolotiki', 'ba', 'khalema', 'moparamente', 'ho', 'hlepha', 'ka', 'hanong']"
BAPOLOTIKI BA RE BA CHONNE,-1,negative,bapolotiki ba re ba chonne,"['bapolotiki', 'ba', 're', 'ba', 'chonne']"
SEBINI SA MOKHA SE THUNTSOE,-1,negative,sebini sa mokha se thuntsoe,"['sebini', 'sa', 'mokha', 'se', 'thuntsoe']"
MACHONISA O SHOELLA MOSALI OA MOTHO,-1,negative,machonisa o shoella mosali oa motho,"['machonisa', 'o', 'shoella', 'mosali', 'oa', 'motho']"
MOAPOSTOLA O FOLISA MONNA,1,positive,moapostola o folisa monna,"['moapostola', 'o', 'folisa', 'monna']"
MOKHATLO O KHUTLISETSA MONNA MOSEBETSING,1,positive,mokhatlo o khutlisetsa monna mosebetsing,"['mokhatlo', 'o', 'khutlisetsa', 'monna', 'mosebetsing']"
MAHLABISA LIHLONG A MEPUTSO,-1,negative,mahlabisa lihlong a meputso,"['mahlabisa', 'lihlong', 'a', 'meputso']"
MOSALI O JA MOKHETHOA KA SEHLOHO,-1,negative,mosali o ja mokhethoa ka sehloho,"['mosali', 'o', 'ja', 'mokhethoa', 'ka', 'sehloho']"
MOPARAMENTE O TŠOEROE KA PHIEO,-1,negative,moparamente o toeroe ka phieo,"['moparamente', 'o', 'toeroe', 'ka', 'phieo']"
BONA LIMAKATSO TSA MOLIMO,1,positive,bona limakatso tsa molimo,"['bona', 'limakatso', 'tsa', 'molimo']"
TONAKHOLO O BATLA HO LELEKA KOMISHINARA,-1,negative,tonakholo o batla ho leleka komishinara,"['tonakholo', 'o', 'batla', 'ho', 'leleka', 'komishinara']"
PINA EA SEBINI E MAKATSA BATHO,1,positive,pina ea sebini e makatsa batho,"['pina', 'ea', 'sebini', 'e', 'makatsa', 'batho']"
BAITHUTI  HA BA ESO ABELOE MANGOLO,-1,negative,baithuti ha ba eso abeloe mangolo,"['baithuti', 'ha', 'ba', 'eso', 'abeloe', 'mangolo']"
MAPARAMENTE A NYAHLATSA TLHAHISO EA HO HLAKOLA M5000,-1,negative,maparamente a nyahlatsa tlhahiso ea ho hlakola m,"['maparamente', 'a', 'nyahlatsa', 'tlhahiso', 'ea', 'ho', 'hlakola', 'm']"
KOMISHINARA E NYELISA LEKHOTLA,-1,negative,komishinara e nyelisa lekhotla,"['komishinara', 'e', 'nyelisa', 'lekhotla']"
TONAKHOLO O FANA KE TLALEHO EA LITŠEPISO,1,positive,tonakholo o fana ke tlaleho ea litepiso,"['tonakholo', 'o', 'fana', 'ke', 'tlaleho', 'ea', 'litepiso']"
NGOANANA O NYAMETSE,-1,negative,ngoanana o nyametse,"['ngoanana', 'o', 'nyametse']"
BAKULI BATLO SHOA KA HARA NAHA,-1,negative,bakuli batlo shoa ka hara naha,"['bakuli', 'batlo', 'shoa', 'ka', 'hara', 'naha']"
MONNA O BATLA HO OKAMELA MOKHATLO,1,positive,monna o batla ho okamela mokhatlo,"['monna', 'o', 'batla', 'ho', 'okamela', 'mokhatlo']"
HA HO NA MATHATA LEBENKELENG,1,positive,ha ho na mathata lebenkeleng,"['ha', 'ho', 'na', 'mathata', 'lebenkeleng']"
NTHO LI SENYEHILE LEBENKELENG,-1,negative,ntho li senyehile lebenkeleng,"['ntho', 'li', 'senyehile', 'lebenkeleng']"
BA ROTELA 'MOLO OA MOPARAMENTE,-1,negative,ba rotela molo oa moparamente,"['ba', 'rotela', 'molo', 'oa', 'moparamente']"
MOPARAMENTE KHOTLA,-1,negative,moparamente khotla,"['moparamente', 'khotla']"
MOPARAMENTE O TŠABA HO FAOLOA,-1,negative,moparamente o taba ho faoloa,"['moparamente', 'o', 'taba', 'ho', 'faoloa']"
MOPOLOTIKI O EMISA NAHA,-1,negative,mopolotiki o emisa naha,"['mopolotiki', 'o', 'emisa', 'naha']"
MOLIMO O ETELA BANA BA ONA,1,positive,molimo o etela bana ba ona,"['molimo', 'o', 'etela', 'bana', 'ba', 'ona']"
MARABELE A MAKATSA MASOLE,-1,negative,marabele a makatsa masole,"['marabele', 'a', 'makatsa', 'masole']"
MOPOLOTIKI O AHA 'MOLO,1,positive,mopolotiki o aha molo,"['mopolotiki', 'o', 'aha', 'molo']"
SECHABA SE NOA METSI A KEREKE FEELA LETONA LE NYEFOLA TUMELO,-1,negative,sechaba se noa metsi a kereke feela letona le nyefola tumelo,"['sechaba', 'se', 'noa', 'metsi', 'a', 'kereke', 'feela', 'letona', 'le', 'nyefola', 'tumelo']"
LEBENKELE MATHATENG,-1,negative,lebenkele mathateng,"['lebenkele', 'mathateng']"
BATHO BA BUANG HAHOLO BA BITSOA KHOTLA,-1,negative,batho ba buang haholo ba bitsoa khotla,"['batho', 'ba', 'buang', 'haholo', 'ba', 'bitsoa', 'khotla']"
MOSALI O THUSA NGOANA,1,positive,mosali o thusa ngoana,"['mosali', 'o', 'thusa', 'ngoana']"
MOKHETHOA O REKELA SEPOLESA,1,positive,mokhethoa o rekela sepolesa,"['mokhethoa', 'o', 'rekela', 'sepolesa']"
TONAKHOLO O HIRA LELAPA LA HAE,-1,negative,tonakholo o hira lelapa la hae,"['tonakholo', 'o', 'hira', 'lelapa', 'la', 'hae']"
NYATSI E ABELOA M1 MILONE MONGA MONNA O TSOA KA LEHE,-1,negative,nyatsi e abeloa m milone monga monna o tsoa ka lehe,"['nyatsi', 'e', 'abeloa', 'm', 'milone', 'monga', 'monna', 'o', 'tsoa', 'ka', 'lehe']"
KEREKE E FANA KA KOLOI,1,positive,kereke e fana ka koloi,"['kereke', 'e', 'fana', 'ka', 'koloi']"
HARE LEBOHISENG BAKHANNI,1,positive,hare lebohiseng bakhanni,"['hare', 'lebohiseng', 'bakhanni']"
TONAKHOLO O AMOHA BALOTSANA LITŠA TSA 'MUSO,1,positive,tonakholo o amoha balotsana lita tsa muso,"['tonakholo', 'o', 'amoha', 'balotsana', 'lita', 'tsa', 'muso']"
TONAKHOLO O FA MASOLE CHELETE,1,positive,tonakholo o fa masole chelete,"['tonakholo', 'o', 'fa', 'masole', 'chelete']"
BA TSEKISA TONAKHOLO JUNIFOMO,-1,negative,ba tsekisa tonakholo junifomo,"['ba', 'tsekisa', 'tonakholo', 'junifomo']"
LEPOLESA LE RAHA MONNA KA MARETENG HA A ITLHALOSA,-1,negative,lepolesa le raha monna ka mareteng ha a itlhalosa,"['lepolesa', 'le', 'raha', 'monna', 'ka', 'mareteng', 'ha', 'a', 'itlhalosa']"
BONA MONNA OA MOTSENG EA LIATLENG TSA SEPOLESA KA HO KENA-KENANA LE MOTLAKASE,-1,negative,bona monna oa motseng ea liatleng tsa sepolesa ka ho kenakenana le motlakase,"['bona', 'monna', 'oa', 'motseng', 'ea', 'liatleng', 'tsa', 'sepolesa', 'ka', 'ho', 'kenakenana', 'le', 'motlakase']"
BONA NOMORO POLATA EA LIKOLOI TSA SEPOLESA,0,neutral,bona nomoro polata ea likoloi tsa sepolesa,"['bona', 'nomoro', 'polata', 'ea', 'likoloi', 'tsa', 'sepolesa']"
MONNA O FUMANOA A ITSETETSE KA HARA PHOOFO SHOPONG SETEREKENG,-1,negative,monna o fumanoa a itsetetse ka hara phoofo shopong seterekeng,"['monna', 'o', 'fumanoa', 'a', 'itsetetse', 'ka', 'hara', 'phoofo', 'shopong', 'seterekeng']"
LEKHOTLA LE MO AHLOLA 'MOHO LE MORALI LE SETLOHOLO SA HAE,-1,negative,lekhotla le mo ahlola moho le morali le setloholo sa hae,"['lekhotla', 'le', 'mo', 'ahlola', 'moho', 'le', 'morali', 'le', 'setloholo', 'sa', 'hae']"
NGOANA O IPOLAEA KAMORA HO HLORISOA KE BARUTOANA SEKOLONG,-1,negative,ngoana o ipolaea kamora ho hlorisoa ke barutoana sekolong,"['ngoana', 'o', 'ipolaea', 'kamora', 'ho', 'hlorisoa', 'ke', 'barutoana', 'sekolong']"
KHELE LITABA TSA TONAKHOLO,0,neutral,khele litaba tsa tonakholo,"['khele', 'litaba', 'tsa', 'tonakholo']"
UTLOA LIKETSO TSA BANNA BANA,0,neutral,utloa liketso tsa banna bana,"['utloa', 'liketso', 'tsa', 'banna', 'bana']"
RE LOKELA HO HIRA MASOLE A MACHA KA HA PALO EA MASOLE ESE THEFULEHILE,1,positive,re lokela ho hira masole a macha ka ha palo ea masole ese thefulehile,"['re', 'lokela', 'ho', 'hira', 'masole', 'a', 'macha', 'ka', 'ha', 'palo', 'ea', 'masole', 'ese', 'thefulehile']"
'MOLAI OA BATHO BA BABELI O LOKOLLOA KA BAIL EA M2 000,-1,negative,molai oa batho ba babeli o lokolloa ka bail ea m,"['molai', 'oa', 'batho', 'ba', 'babeli', 'o', 'lokolloa', 'ka', 'bail', 'ea', 'm']"
