tweet,label,sentiment,cleaned_text,tokens,sentence_length
@user tavuya vahaxi mahaka matorokisi ni muyingisile niri kola akaya AMAGUDE MOZA.MBIQUE💪✌ @user @user,neutral,Neutral,tavuya vahaxi mahaka matorokisi ni muyingisile niri kola akaya amagude mozambique💪✌,"['tavuya', 'vahaxi', 'mahaka', 'matorokisi', 'ni', 'muyingisile', 'niri', 'kola', 'akaya', 'amagude', 'mozambique💪✌']",11
Mabermuda- matilho*xa wula wula 🎶🔥🔥 https://t.co/6TW2zUhWJf,neutral,Neutral,mabermuda matilhoxa wula wula 🎶🔥🔥,"['mabermuda', 'matilhoxa', 'wula', 'wula', '🎶🔥🔥']",5
He @user Kombela ntirhu ta replace rendani ndou ani maphepha hungu yari iya Ka pirates 😂😂😂 @user https://t.co/7xfUyG3LS4,neutral,Neutral,he kombela ntirhu ta replace rendani ndou ani maphepha hungu yari iya ka pirates 😂😂😂,"['he', 'kombela', 'ntirhu', 'ta', 'replace', 'rendani', 'ndou', 'ani', 'maphepha', 'hungu', 'yari', 'iya', 'ka', 'pirates', '😂😂😂']",15
"Estrela we! U randza mane, ku mina na yena?""""",neutral,Neutral,estrela we u randza mane ku mina na yena,"['estrela', 'we', 'u', 'randza', 'mane', 'ku', 'mina', 'na', 'yena']",9
@user @user @user @user @user @user nimu yingisela nile ka xokwe Mozambique 810dstv,neutral,Neutral,nimu yingisela nile ka xokwe mozambique 810dstv,"['nimu', 'yingisela', 'nile', 'ka', 'xokwe', 'mozambique', '810dstv']",7
Uyaphi ku 2020 nendoda? https://t.co/jDHkuInXpK,neutral,Neutral,uyaphi ku 2020 nendoda,"['uyaphi', 'ku', '2020', 'nendoda']",4
Mara dj wa marhandza mavhavha @user,neutral,Neutral,mara dj wa marhandza mavhavha,"['mara', 'dj', 'wa', 'marhandza', 'mavhavha']",5
@user Wa switiva papa!,neutral,Neutral,wa switiva papa,"['wa', 'switiva', 'papa']",3
Streaming @user live ni ri kwala Maputo. Bondia @user &amp; @user,neutral,Neutral,streaming live ni ri kwala maputo bondia amp,"['streaming', 'live', 'ni', 'ri', 'kwala', 'maputo', 'bondia', 'amp']",8
pandzela ntsandza wa majaha Nwana I tiva hi Mutswari Baji ra makhelwani wari ambala ritlhela… https://t.co/DUHttgBV5D,neutral,Neutral,pandzela ntsandza wa majaha nwana i tiva hi mutswari baji ra makhelwani wari ambala ritlhela…,"['pandzela', 'ntsandza', 'wa', 'majaha', 'nwana', 'i', 'tiva', 'hi', 'mutswari', 'baji', 'ra', 'makhelwani', 'wari', 'ambala', 'ritlhela…']",15
Ih Rihanna djon 😭😭❤ https://t.co/wm8IOr0qZQ,neutral,Neutral,ih rihanna djon 😭😭❤,"['ih', 'rihanna', 'djon', '😭😭❤']",4
Xitiloo xa djanine xitilo xa bobixine ahh yowee (8),neutral,Neutral,xitiloo xa djanine xitilo xa bobixine ahh yowee 8,"['xitiloo', 'xa', 'djanine', 'xitilo', 'xa', 'bobixine', 'ahh', 'yowee', '8']",9
"Ningene na nwina eka 2020 nili kwala Mozambique ka Macia, hi xohondzo lexi 92.0 @user @user @user",neutral,Neutral,ningene na nwina eka 2020 nili kwala mozambique ka macia hi xohondzo lexi 920,"['ningene', 'na', 'nwina', 'eka', '2020', 'nili', 'kwala', 'mozambique', 'ka', 'macia', 'hi', 'xohondzo', 'lexi', '920']",14
Wa vurisa mfowethu. https://t.co/WVglHh5wlE,neutral,Neutral,wa vurisa mfowethu,"['wa', 'vurisa', 'mfowethu']",3
@user @user @user niku khoma nile xokwe 810dstv,neutral,Neutral,niku khoma nile xokwe 810dstv,"['niku', 'khoma', 'nile', 'xokwe', '810dstv']",5
Teka Famba ou Gina https://t.co/PbDBohbSjE,neutral,Neutral,teka famba ou gina,"['teka', 'famba', 'ou', 'gina']",4
ya xigadzana ehh,neutral,Neutral,ya xigadzana ehh,"['ya', 'xigadzana', 'ehh']",3
@user li fana ni nhwungue vow ngo gzula lani mussavene,neutral,Neutral,li fana ni nhwungue vow ngo gzula lani mussavene,"['li', 'fana', 'ni', 'nhwungue', 'vow', 'ngo', 'gzula', 'lani', 'mussavene']",9
Xanga xa malembe... Xita vamba Xita buya 😍🤞👌,neutral,Neutral,xanga xa malembe xita vamba xita buya 😍🤞👌,"['xanga', 'xa', 'malembe', 'xita', 'vamba', 'xita', 'buya', '😍🤞👌']",8
@user 😀😀😀 Acha tariqa hai RT lene ka,neutral,Neutral,😀😀😀 acha tariqa hai rt lene ka,"['😀😀😀', 'acha', 'tariqa', 'hai', 'rt', 'lene', 'ka']",7
"@user Vo hi fridjela Wenou, vo hi komba fswaku a ndlela ya sathana ya tika, ka hissa ala ansi, já wena langa kumbe u lava kuhissa loko ou kumbe pradise.",neutral,Neutral,vo hi fridjela wenou vo hi komba fswaku a ndlela ya sathana ya tika ka hissa ala ansi já wena langa kumbe u lava kuhissa loko ou kumbe pradise,"['vo', 'hi', 'fridjela', 'wenou', 'vo', 'hi', 'komba', 'fswaku', 'a', 'ndlela', 'ya', 'sathana', 'ya', 'tika', 'ka', 'hissa', 'ala', 'ansi', 'já', 'wena', 'langa', 'kumbe', 'u', 'lava', 'kuhissa', 'loko', 'ou', 'kumbe', 'pradise']",29
"@user @user @user 15' to 326Twhii, ni mikuma kahle nirila Mozambique ka KHUBU. Adolfo Corsa Lweyi.#tagXMA14",neutral,Neutral,15 to 326twhii ni mikuma kahle nirila mozambique ka khubu adolfo corsa lweyi,"['15', 'to', '326twhii', 'ni', 'mikuma', 'kahle', 'nirila', 'mozambique', 'ka', 'khubu', 'adolfo', 'corsa', 'lweyi']",13
"Mi nga koloti munhu xanchumu, loko ku nga ri ku rhandzana; hikuva loyi a rhandzaka munhu-kulobye u wu hetisisile nawu"""" - Varhoma 13:8",neutral,Neutral,mi nga koloti munhu xanchumu loko ku nga ri ku rhandzana hikuva loyi a rhandzaka munhukulobye u wu hetisisile nawu varhoma 138,"['mi', 'nga', 'koloti', 'munhu', 'xanchumu', 'loko', 'ku', 'nga', 'ri', 'ku', 'rhandzana', 'hikuva', 'loyi', 'a', 'rhandzaka', 'munhukulobye', 'u', 'wu', 'hetisisile', 'nawu', 'varhoma', '138']",22
Niku swê tititi 😂😂😂🙆 https://t.co/I9Tm4jGBHF,neutral,Neutral,niku swê tititi 😂😂😂🙆,"['niku', 'swê', 'tititi', '😂😂😂🙆']",4
@user wandilahla hla wena shm,neutral,Neutral,wandilahla hla wena shm,"['wandilahla', 'hla', 'wena', 'shm']",4
He mfoo wa xitwa xipapilani xa kokwani Dala @user @user @user,neutral,Neutral,he mfoo wa xitwa xipapilani xa kokwani dala,"['he', 'mfoo', 'wa', 'xitwa', 'xipapilani', 'xa', 'kokwani', 'dala']",8
Swiyimbeleri ahi yeni .... miva byela ku hina hi tiva ndlela(senya retla patela) @user Mozambique https://t.co/rZlPwwrCRz,neutral,Neutral,swiyimbeleri ahi yeni miva byela ku hina hi tiva ndlelasenya retla patela mozambique,"['swiyimbeleri', 'ahi', 'yeni', 'miva', 'byela', 'ku', 'hina', 'hi', 'tiva', 'ndlelasenya', 'retla', 'patela', 'mozambique']",13
@user Namina ihm swa gamba😎 Ja na via🕺🤑,neutral,Neutral,namina ihm swa gamba😎 ja na via🕺🤑,"['namina', 'ihm', 'swa', 'gamba😎', 'ja', 'na', 'via🕺🤑']",7
@user @user Nidzumba nanwina ka mungana,neutral,Neutral,nidzumba nanwina ka mungana,"['nidzumba', 'nanwina', 'ka', 'mungana']",4
"Ehhh yewe,ni lawa ku dog style 😂😂🎶",neutral,Neutral,ehhh yeweni lawa ku dog style 😂😂🎶,"['ehhh', 'yeweni', 'lawa', 'ku', 'dog', 'style', '😂😂🎶']",7
Nasty C ih ✨🙌🔥🔥🔥🔥,neutral,Neutral,nasty c ih ✨🙌🔥🔥🔥🔥,"['nasty', 'c', 'ih', '✨🙌🔥🔥🔥🔥']",4
Famba moyeni bafanas! https://t.co/0UK6SHVSlX,neutral,Neutral,famba moyeni bafanas,"['famba', 'moyeni', 'bafanas']",3
@user xilo ndla yin ni kayerini,neutral,Neutral,xilo ndla yin ni kayerini,"['xilo', 'ndla', 'yin', 'ni', 'kayerini']",5
@user @user @user @user @user loko yi dyiwa jaaa,neutral,Neutral,loko yi dyiwa jaaa,"['loko', 'yi', 'dyiwa', 'jaaa']",4
Hai wena mun !!!!! 🙌🏻 https://t.co/KNdkTg6YUa,neutral,Neutral,hai wena mun 🙌🏻,"['hai', 'wena', 'mun', '🙌🏻']",4
Niku khoma nile xokwe Mozambique @user,neutral,Neutral,niku khoma nile xokwe mozambique,"['niku', 'khoma', 'nile', 'xokwe', 'mozambique']",5
Mina noh Famba! https://t.co/cA4fzePVun,neutral,Neutral,mina noh famba,"['mina', 'noh', 'famba']",3
https://t.co/OrxuvKQBTS @user bona kuri wendle yini munu waxikwembu.😖🤣,neutral,Neutral,bona kuri wendle yini munu waxikwembu😖🤣,"['bona', 'kuri', 'wendle', 'yini', 'munu', 'waxikwembu😖🤣']",6
Kaya ka vo vovo... Nkanyini wa mgilo @user Magude https://t.co/gCgF3Kgs7c,neutral,Neutral,kaya ka vo vovo nkanyini wa mgilo magude,"['kaya', 'ka', 'vo', 'vovo', 'nkanyini', 'wa', 'mgilo', 'magude']",8
Round 2 ya @user nili kwala a Mozambique seni fikile a Maputo @user @user @user @user,neutral,Neutral,round 2 ya nili kwala a mozambique seni fikile a maputo,"['round', '2', 'ya', 'nili', 'kwala', 'a', 'mozambique', 'seni', 'fikile', 'a', 'maputo']",11
"@user: Na vadwa, ani sida, a nina nuna, nita feva ku kundza, ka hissa, ka titimela, hissa, ndzeni, handle, tilhanpfe""""🙈🙉🙉",neutral,Neutral,na vadwa ani sida a nina nuna nita feva ku kundza ka hissa ka titimela hissa ndzeni handle tilhanpfe🙈🙉🙉,"['na', 'vadwa', 'ani', 'sida', 'a', 'nina', 'nuna', 'nita', 'feva', 'ku', 'kundza', 'ka', 'hissa', 'ka', 'titimela', 'hissa', 'ndzeni', 'handle', 'tilhanpfe🙈🙉🙉']",19
"Kama Bill Gates angekua ni nchi, basi angekua ni nchi ya 37 kwa utajiri duniani! #ElimikaWikiendi",neutral,Neutral,kama bill gates angekua ni nchi basi angekua ni nchi ya 37 kwa utajiri duniani,"['kama', 'bill', 'gates', 'angekua', 'ni', 'nchi', 'basi', 'angekua', 'ni', 'nchi', 'ya', '37', 'kwa', 'utajiri', 'duniani']",15
Lol tavuya ka mana Thembi hahahaha aku tleleki meu irmao @user @user @user @user,neutral,Neutral,lol tavuya ka mana thembi hahahaha aku tleleki meu irmao,"['lol', 'tavuya', 'ka', 'mana', 'thembi', 'hahahaha', 'aku', 'tleleki', 'meu', 'irmao']",10
Namuvona buti tlhoye lowo yingana wona loko yifika a jone yi hembela a swi ntombana yiku papa yona i mulungo i nwana mama loyi mhani wayona angadji dinner yingase vuya akaya ari aswielhe ningase vona boy boy wamina yirandza a music wa sjava @user,neutral,Neutral,namuvona buti tlhoye lowo yingana wona loko yifika a jone yi hembela a swi ntombana yiku papa yona i mulungo i nwana mama loyi mhani wayona angadji dinner yingase vuya akaya ari aswielhe ningase vona boy boy wamina yirandza a music wa sjava,"['namuvona', 'buti', 'tlhoye', 'lowo', 'yingana', 'wona', 'loko', 'yifika', 'a', 'jone', 'yi', 'hembela', 'a', 'swi', 'ntombana', 'yiku', 'papa', 'yona', 'i', 'mulungo', 'i', 'nwana', 'mama', 'loyi', 'mhani', 'wayona', 'angadji', 'dinner', 'yingase', 'vuya', 'akaya', 'ari', 'aswielhe', 'ningase', 'vona', 'boy', 'boy', 'wamina', 'yirandza', 'a', 'music', 'wa', 'sjava']",43
@user mara dj unjani wena hiiiiì😂😂😂😂😂 @user @user,neutral,Neutral,mara dj unjani wena hiiiiì😂😂😂😂😂,"['mara', 'dj', 'unjani', 'wena', 'hiiiiì😂😂😂😂😂']",5
@user Swi txiki leswo... Os dois se txendam aqui,neutral,Neutral,swi txiki leswo os dois se txendam aqui,"['swi', 'txiki', 'leswo', 'os', 'dois', 'se', 'txendam', 'aqui']",8
"Hayi ta humesa, ta humesa, ta humesa, ta humesa💃💃 Masupa😍🎶🤟🏼",positive,Positive,hayi ta humesa ta humesa ta humesa ta humesa💃💃 masupa😍🎶🤟🏼,"['hayi', 'ta', 'humesa', 'ta', 'humesa', 'ta', 'humesa', 'ta', 'humesa💃💃', 'masupa😍🎶🤟🏼']",10
wena na mina,positive,Positive,wena na mina,"['wena', 'na', 'mina']",3
@user Hahahaha Wena pa 😂😂😂😂🏄,positive,Positive,hahahaha wena pa 😂😂😂😂🏄,"['hahahaha', 'wena', 'pa', '😂😂😂😂🏄']",4
I luh ya papi,positive,Positive,i luh ya papi,"['i', 'luh', 'ya', 'papi']",4
@user Ni pfhukile. Ho ini kupfhuka?,positive,Positive,ni pfhukile ho ini kupfhuka,"['ni', 'pfhukile', 'ho', 'ini', 'kupfhuka']",5
"Swa yantswa niva mbuya, nita Kuma ma regalias 😒",positive,Positive,swa yantswa niva mbuya nita kuma ma regalias 😒,"['swa', 'yantswa', 'niva', 'mbuya', 'nita', 'kuma', 'ma', 'regalias', '😒']",9
@user Ni bom by Noh Dja djuala ntse,positive,Positive,ni bom by noh dja djuala ntse,"['ni', 'bom', 'by', 'noh', 'dja', 'djuala', 'ntse']",7
"@user comekiéee 😂🙌🏽🔥 Ni speed, cumbi sfwayantswa? https://t.co/M64ZSNYqVq",positive,Positive,comekiéee 😂🙌🏽🔥 ni speed cumbi sfwayantswa,"['comekiéee', '😂🙌🏽🔥', 'ni', 'speed', 'cumbi', 'sfwayantswa']",6
Twana a marhito ya ntiyiso https://t.co/xJYQx2LWFh,positive,Positive,twana a marhito ya ntiyiso,"['twana', 'a', 'marhito', 'ya', 'ntiyiso']",5
Niku yingiseli niri ka xokwe Mozambique @user #mindzumba,positive,Positive,niku yingiseli niri ka xokwe mozambique,"['niku', 'yingiseli', 'niri', 'ka', 'xokwe', 'mozambique']",6
@user Swa hini? A ukanho dza bom!,positive,Positive,swa hini a ukanho dza bom,"['swa', 'hini', 'a', 'ukanho', 'dza', 'bom']",6
AWENAAAAH... U mukulu... 😂 https://t.co/XknRQMKfD3,positive,Positive,awenaaaah u mukulu 😂,"['awenaaaah', 'u', 'mukulu', '😂']",4
@user Karingana wa karingana-José Craveirinha,positive,Positive,karingana wa karinganajosé craveirinha,"['karingana', 'wa', 'karinganajosé', 'craveirinha']",4
"Swi helile swa ma pank, finish 😹😂😂✌",positive,Positive,swi helile swa ma pank finish 😹😂😂✌,"['swi', 'helile', 'swa', 'ma', 'pank', 'finish', '😹😂😂✌']",7
Hi Nkomu..!! Mo hini hi ku pfuka !!!? https://t.co/hMoq8CN7yX,positive,Positive,hi nkomu mo hini hi ku pfuka,"['hi', 'nkomu', 'mo', 'hini', 'hi', 'ku', 'pfuka']",7
"Na hina hi gud... , nambi yi txonille hi rait... 🔊🔊🇲🇿 https://t.co/e5ZGGG02LY",positive,Positive,na hina hi gud nambi yi txonille hi rait 🔊🔊🇲🇿,"['na', 'hina', 'hi', 'gud', 'nambi', 'yi', 'txonille', 'hi', 'rait', '🔊🔊🇲🇿']",10
@user @user Swa* banana pah Mas passamos na mesma,positive,Positive,swa banana pah mas passamos na mesma,"['swa', 'banana', 'pah', 'mas', 'passamos', 'na', 'mesma']",7
@user Munhu wa mina ku saseka,positive,Positive,munhu wa mina ku saseka,"['munhu', 'wa', 'mina', 'ku', 'saseka']",5
@user @user swivula kurhi xithembiso xa vona axika hetisekanga hikuva a xihlangi hixona xi tiyisaka a varadzane aka rixaka hambi kurhi mungangeni akurhi adam siolhe la chibuto mozambique,positive,Positive,swivula kurhi xithembiso xa vona axika hetisekanga hikuva a xihlangi hixona xi tiyisaka a varadzane aka rixaka hambi kurhi mungangeni akurhi adam siolhe la chibuto mozambique,"['swivula', 'kurhi', 'xithembiso', 'xa', 'vona', 'axika', 'hetisekanga', 'hikuva', 'a', 'xihlangi', 'hixona', 'xi', 'tiyisaka', 'a', 'varadzane', 'aka', 'rixaka', 'hambi', 'kurhi', 'mungangeni', 'akurhi', 'adam', 'siolhe', 'la', 'chibuto', 'mozambique']",26
"@user Teka Famba, Papu",positive,Positive,teka famba papu,"['teka', 'famba', 'papu']",3
"Wena unga zuzumeli, ni dzweli kumbe ni ta xava kwini a ma xiluva ntsem. https://t.co/oHQi4Fn3MH",positive,Positive,wena unga zuzumeli ni dzweli kumbe ni ta xava kwini a ma xiluva ntsem,"['wena', 'unga', 'zuzumeli', 'ni', 'dzweli', 'kumbe', 'ni', 'ta', 'xava', 'kwini', 'a', 'ma', 'xiluva', 'ntsem']",14
@user mina nipfukile mara anisya helo naha yimela axikongelo xa bava MALEYANE nitatua ku ku djiwa yini atihelene😎 @user @user @user @user @user,positive,Positive,mina nipfukile mara anisya helo naha yimela axikongelo xa bava maleyane nitatua ku ku djiwa yini atihelene😎,"['mina', 'nipfukile', 'mara', 'anisya', 'helo', 'naha', 'yimela', 'axikongelo', 'xa', 'bava', 'maleyane', 'nitatua', 'ku', 'ku', 'djiwa', 'yini', 'atihelene😎']",17
A vavasati va ma mecha ugue vá heti wena..,positive,Positive,a vavasati va ma mecha ugue vá heti wena,"['a', 'vavasati', 'va', 'ma', 'mecha', 'ugue', 'vá', 'heti', 'wena']",9
"Xikwembo Xanga Haleluia🙌🏾, Hi Cussa Hina Já Ya Buya🇲🇿🌍",positive,Positive,xikwembo xanga haleluia🙌🏾 hi cussa hina já ya buya🇲🇿🌍,"['xikwembo', 'xanga', 'haleluia🙌🏾', 'hi', 'cussa', 'hina', 'já', 'ya', 'buya🇲🇿🌍']",9
"@user Famba kerekene, nhanyana ndizwena.",positive,Positive,famba kerekene nhanyana ndizwena,"['famba', 'kerekene', 'nhanyana', 'ndizwena']",4
@user Swi swi swi swi swi swi swi swi 👏🏽 👏🏽 👏🏽 👏🏽 👏🏽 👏🏽 já namoras?,positive,Positive,swi swi swi swi swi swi swi swi 👏🏽 👏🏽 👏🏽 👏🏽 👏🏽 👏🏽 já namoras,"['swi', 'swi', 'swi', 'swi', 'swi', 'swi', 'swi', 'swi', '👏🏽', '👏🏽', '👏🏽', '👏🏽', '👏🏽', '👏🏽', 'já', 'namoras']",16
Malem ya ku tala 🎶❤,positive,Positive,malem ya ku tala 🎶❤,"['malem', 'ya', 'ku', 'tala', '🎶❤']",5
AUXENE... Moh ini ku pfuka?,positive,Positive,auxene moh ini ku pfuka,"['auxene', 'moh', 'ini', 'ku', 'pfuka']",5
Wa swi tivela ✊🏾🔥 https://t.co/x28rZOFOcp,positive,Positive,wa swi tivela ✊🏾🔥,"['wa', 'swi', 'tivela', '✊🏾🔥']",4
Nwana Makhuvele Mukonwana wa Khosa. Ntukulu wa Manyike. Feliz dia do pai Mhunti ya mona @user… https://t.co/6HVbDi9ddw,positive,Positive,nwana makhuvele mukonwana wa khosa ntukulu wa manyike feliz dia do pai mhunti ya mona …,"['nwana', 'makhuvele', 'mukonwana', 'wa', 'khosa', 'ntukulu', 'wa', 'manyike', 'feliz', 'dia', 'do', 'pai', 'mhunti', 'ya', 'mona', '…']",16
Nina wena kola xokwe Mozambique @user nilo geeee 810dstv @user #53yrs,positive,Positive,nina wena kola xokwe mozambique nilo geeee 810dstv,"['nina', 'wena', 'kola', 'xokwe', 'mozambique', 'nilo', 'geeee', '810dstv']",8
@user Hi pfukile Wa Matimba wahi londzovota,positive,Positive,hi pfukile wa matimba wahi londzovota,"['hi', 'pfukile', 'wa', 'matimba', 'wahi', 'londzovota']",6
@user @user Ukanga umakuma lawa ya RAYMOND? Atakuvavisa madala.,positive,Positive,ukanga umakuma lawa ya raymond atakuvavisa madala,"['ukanga', 'umakuma', 'lawa', 'ya', 'raymond', 'atakuvavisa', 'madala']",7
"Loko u va kuma va tlanga, tlanga nawenawe🎵 Loko u va kuma va tirha, tirha nawenawe🎵 Loku u va kuma va phusa...🎵 U nga kalavalewi hi vanghano mani",positive,Positive,loko u va kuma va tlanga tlanga nawenawe🎵 loko u va kuma va tirha tirha nawenawe🎵 loku u va kuma va phusa🎵 u nga kalavalewi hi vanghano mani,"['loko', 'u', 'va', 'kuma', 'va', 'tlanga', 'tlanga', 'nawenawe🎵', 'loko', 'u', 'va', 'kuma', 'va', 'tirha', 'tirha', 'nawenawe🎵', 'loku', 'u', 'va', 'kuma', 'va', 'phusa🎵', 'u', 'nga', 'kalavalewi', 'hi', 'vanghano', 'mani']",28
Namina one day vata ni posta va beka mbilu ❤️😩,positive,Positive,namina one day vata ni posta va beka mbilu ❤️😩,"['namina', 'one', 'day', 'vata', 'ni', 'posta', 'va', 'beka', 'mbilu', '❤️😩']",10
@user A ku xonga 😇,positive,Positive,a ku xonga 😇,"['a', 'ku', 'xonga', '😇']",4
@user Xi chonguile pah🔥,positive,Positive,xi chonguile pah🔥,"['xi', 'chonguile', 'pah🔥']",3
@user u tsika mova kaya namunthla https://t.co/Q0PyGKCiyt,positive,Positive,u tsika mova kaya namunthla,"['u', 'tsika', 'mova', 'kaya', 'namunthla']",5
Alberto Machavele - Rungula.mp3 😍 Rungula a maxaka manga kule 🥺,positive,Positive,alberto machavele rungulamp3 😍 rungula a maxaka manga kule 🥺,"['alberto', 'machavele', 'rungulamp3', '😍', 'rungula', 'a', 'maxaka', 'manga', 'kule', '🥺']",10
"Siku dza mundzuku adzitiviwi hi munhu, sê swayampsa utidondzela weeena, ROSALINAAAA"""" Ouça #Rosalina de Keyce no #SoundCloud https://t.co/9TcY86QEhe",positive,Positive,siku dza mundzuku adzitiviwi hi munhu sê swayampsa utidondzela weeena rosalinaaaa ouça de keyce no,"['siku', 'dza', 'mundzuku', 'adzitiviwi', 'hi', 'munhu', 'sê', 'swayampsa', 'utidondzela', 'weeena', 'rosalinaaaa', 'ouça', 'de', 'keyce', 'no']",15
"😂🤣😂🤣😂🤣 epah Yah afinal acontece la 😂🤣😂🤣😂 dzukuta para aqui dzukuta para ali 😂🤣😂🤣, https://t.co/R2etkIjaXd",positive,Positive,😂🤣😂🤣😂🤣 epah yah afinal acontece la 😂🤣😂🤣😂 dzukuta para aqui dzukuta para ali 😂🤣😂🤣,"['😂🤣😂🤣😂🤣', 'epah', 'yah', 'afinal', 'acontece', 'la', '😂🤣😂🤣😂', 'dzukuta', 'para', 'aqui', 'dzukuta', 'para', 'ali', '😂🤣😂🤣']",14
"Sê vha ni vitile... Niya ti dakwela... Nitsama hansi, ni da nhama... Ni tlhela ni phuza, ni va nhenhentsa ...",positive,Positive,sê vha ni vitile niya ti dakwela nitsama hansi ni da nhama ni tlhela ni phuza ni va nhenhentsa,"['sê', 'vha', 'ni', 'vitile', 'niya', 'ti', 'dakwela', 'nitsama', 'hansi', 'ni', 'da', 'nhama', 'ni', 'tlhela', 'ni', 'phuza', 'ni', 'va', 'nhenhentsa']",19
"@user Wena, no ku Randza hi ku pimissa...",positive,Positive,wena no ku randza hi ku pimissa,"['wena', 'no', 'ku', 'randza', 'hi', 'ku', 'pimissa']",7
Auxeni ....mho wine ku phuka,positive,Positive,auxeni mho wine ku phuka,"['auxeni', 'mho', 'wine', 'ku', 'phuka']",5
@user @user Tem ni dondza primeiro para ni khanela,positive,Positive,tem ni dondza primeiro para ni khanela,"['tem', 'ni', 'dondza', 'primeiro', 'para', 'ni', 'khanela']",7
Hinkhomo... mo yini hi ku pfuka?? https://t.co/5FzXXwKWaW,positive,Positive,hinkhomo mo yini hi ku pfuka,"['hinkhomo', 'mo', 'yini', 'hi', 'ku', 'pfuka']",6
@user Wena a ni ngue ku hi hloko... Ni ngo ku yentxa nkatanga... Ni ku phamela liradzu Siku ni Siku 😎😎,positive,Positive,wena a ni ngue ku hi hloko ni ngo ku yentxa nkatanga ni ku phamela liradzu siku ni siku 😎😎,"['wena', 'a', 'ni', 'ngue', 'ku', 'hi', 'hloko', 'ni', 'ngo', 'ku', 'yentxa', 'nkatanga', 'ni', 'ku', 'phamela', 'liradzu', 'siku', 'ni', 'siku', '😎😎']",20
Dzi Xile Na voz de Kanye West,positive,Positive,dzi xile na voz de kanye west,"['dzi', 'xile', 'na', 'voz', 'de', 'kanye', 'west']",7
"@user Madala lweyi namufeva, wativa stereka!",positive,Positive,madala lweyi namufeva wativa stereka,"['madala', 'lweyi', 'namufeva', 'wativa', 'stereka']",5
@user Nikubula Rosinha wa mina😂,positive,Positive,nikubula rosinha wa mina😂,"['nikubula', 'rosinha', 'wa', 'mina😂']",4
"@user Auxeni, hoyini Ku pfuka!?😉",positive,Positive,auxeni hoyini ku pfuka😉,"['auxeni', 'hoyini', 'ku', 'pfuka😉']",4
"@user Ya, mapfilwa é assim mesmo.",positive,Positive,ya mapfilwa é assim mesmo,"['ya', 'mapfilwa', 'é', 'assim', 'mesmo']",5
A gwala a dri yelhi namuntlha. noh sindrissa,positive,Positive,a gwala a dri yelhi namuntlha noh sindrissa,"['a', 'gwala', 'a', 'dri', 'yelhi', 'namuntlha', 'noh', 'sindrissa']",8
A mbilo yanga cho ba,positive,Positive,a mbilo yanga cho ba,"['a', 'mbilo', 'yanga', 'cho', 'ba']",5
@user Ku saseka naku faneriwa swa wena keep it up,positive,Positive,ku saseka naku faneriwa swa wena keep it up,"['ku', 'saseka', 'naku', 'faneriwa', 'swa', 'wena', 'keep', 'it', 'up']",9
@user i ckali nitlanga hi tinamba.🍁🍂,positive,Positive,i ckali nitlanga hi tinamba🍁🍂,"['i', 'ckali', 'nitlanga', 'hi', 'tinamba🍁🍂']",5
Outros ; YABA BULUKU 🍌 Outras ; LA KAMINA KUNA TXUKELA 🍏 Eu ; NOLAVHA KU PHUZA NIFAMBA 🍻,positive,Positive,outros yaba buluku 🍌 outras la kamina kuna txukela 🍏 eu nolavha ku phuza nifamba 🍻,"['outros', 'yaba', 'buluku', '🍌', 'outras', 'la', 'kamina', 'kuna', 'txukela', '🍏', 'eu', 'nolavha', 'ku', 'phuza', 'nifamba', '🍻']",16
WENE U XIMATE XA BOENE 😍❤️ https://t.co/clCnKSaYOg,positive,Positive,wene u ximate xa boene 😍❤️,"['wene', 'u', 'ximate', 'xa', 'boene', '😍❤️']",6
"Hosi xikwembo xanga mamba yanga, mamba yanga hi yamukeli😭😍😍😍 https://t.co/VOYlvkKeNL",positive,Positive,hosi xikwembo xanga mamba yanga mamba yanga hi yamukeli😭😍😍😍,"['hosi', 'xikwembo', 'xanga', 'mamba', 'yanga', 'mamba', 'yanga', 'hi', 'yamukeli😭😍😍😍']",9
"ku laveca Mali, a ku laveke ntizo laku sasseka"""" ✍🏿 https://t.co/tH5Our94Qu",positive,Positive,ku laveca mali a ku laveke ntizo laku sasseka ✍🏿,"['ku', 'laveca', 'mali', 'a', 'ku', 'laveke', 'ntizo', 'laku', 'sasseka', '✍🏿']",10
Ya ba buluku... Tsokaaaa 🕺🏿,positive,Positive,ya ba buluku tsokaaaa 🕺🏿,"['ya', 'ba', 'buluku', 'tsokaaaa', '🕺🏿']",5
@user i fanela hiku rhandza kereke naku faya miti ya vanhu,positive,Positive,i fanela hiku rhandza kereke naku faya miti ya vanhu,"['i', 'fanela', 'hiku', 'rhandza', 'kereke', 'naku', 'faya', 'miti', 'ya', 'vanhu']",10
Nwana Mutxangane i mutxangane em Praia do Bilene https://t.co/tZc4iLsrSl,positive,Positive,nwana mutxangane i mutxangane em praia do bilene,"['nwana', 'mutxangane', 'i', 'mutxangane', 'em', 'praia', 'do', 'bilene']",8
"A matapa na marandza, na marandza... https://t.co/jvdpMiqCgo",positive,Positive,a matapa na marandza na marandza,"['a', 'matapa', 'na', 'marandza', 'na', 'marandza']",6
