sentence,Final_Label,predict_name,cleaned_sentence,tokens
@user le kgakala,neutral,Setswana,le kgakala,"['le', 'kgakala']"
kana i need to update you mo kgang ya delusion @user,neutral,Setswana,kana i need to update you mo kgang ya delusion,"['kana', 'i', 'need', 'to', 'update', 'you', 'mo', 'kgang', 'ya', 'delusion']"
@user he s needed by men s conference matsatsia motswala rere kolota ya gotla otlae hwetxa ge o fihla ,negative,Setswana,he s needed by men s conference matsatsia motswala rere kolota ya gotla otlae hwetxa ge o fihla,"['he', 's', 'needed', 'by', 'men', 's', 'conference', 'matsatsia', 'motswala', 'rere', 'kolota', 'ya', 'gotla', 'otlae', 'hwetxa', 'ge', 'o', 'fihla']"
o bua nnete kana ke onyolotswe ke modimo ko ke ke le teng eseng jalo ore swiiiii ,negative,Setswana,o bua nnete kana ke onyolotswe ke modimo ko ke ke le teng eseng jalo ore swiiiii,"['o', 'bua', 'nnete', 'kana', 'ke', 'onyolotswe', 'ke', 'modimo', 'ko', 'ke', 'ke', 'le', 'teng', 'eseng', 'jalo', 'ore', 'swiiiii']"
@user ga se wena o kabong o rialo ,negative,Setswana,ga se wena o kabong o rialo,"['ga', 'se', 'wena', 'o', 'kabong', 'o', 'rialo']"
@user @user lmao ka nnete ke thata machance ,negative,Setswana,lmao ka nnete ke thata machance,"['lmao', 'ka', 'nnete', 'ke', 'thata', 'machance']"
letlhopha jang seabelo ,neutral,Setswana,letlhopha jang seabelo,"['letlhopha', 'jang', 'seabelo']"
@user kgang tsa batho ke mathata ,negative,Setswana,kgang tsa batho ke mathata,"['kgang', 'tsa', 'batho', 'ke', 'mathata']"
@user @user ma am leave my rich auntie hase kgang ya gore ke nale mathata ,negative,Setswana,ma am leave my rich auntie hase kgang ya gore ke nale mathata,"['ma', 'am', 'leave', 'my', 'rich', 'auntie', 'hase', 'kgang', 'ya', 'gore', 'ke', 'nale', 'mathata']"
ho sebetsa ka thata honna ke setlamo ke entse ditshepiso ho badimo baka hore nkekebe kaba phoqa haele lelapa lona ketla le hlokomela ,negative,Setswana,ho sebetsa ka thata honna ke setlamo ke entse ditshepiso ho badimo baka hore nkekebe kaba phoqa haele lelapa lona ketla le hlokomela,"['ho', 'sebetsa', 'ka', 'thata', 'honna', 'ke', 'setlamo', 'ke', 'entse', 'ditshepiso', 'ho', 'badimo', 'baka', 'hore', 'nkekebe', 'kaba', 'phoqa', 'haele', 'lelapa', 'lona', 'ketla', 'le', 'hlokomela']"
tla bo o le opp hela ya maemo a ntlha ,negative,Setswana,tla bo o le opp hela ya maemo a ntlha,"['tla', 'bo', 'o', 'le', 'opp', 'hela', 'ya', 'maemo', 'a', 'ntlha']"
lere boledisa thata yoh ,negative,Setswana,lere boledisa thata yoh,"['lere', 'boledisa', 'thata', 'yoh']"
@user mme akere le ati o tshela a bua gore o lwa le addiction can t wait to see the interview ,negative,Setswana,mme akere le ati o tshela a bua gore o lwa le addiction can t wait to see the interview,"['mme', 'akere', 'le', 'ati', 'o', 'tshela', 'a', 'bua', 'gore', 'o', 'lwa', 'le', 'addiction', 'can', 't', 'wait', 'to', 'see', 'the', 'interview']"
mfanaka ya waitsi ka bona gore bo chipi baka bo wela mo wena straight whoooaahh dessngwanyanaka ,positive,Setswana,mfanaka ya waitsi ka bona gore bo chipi baka bo wela mo wena straight whoooaahh dessngwanyanaka,"['mfanaka', 'ya', 'waitsi', 'ka', 'bona', 'gore', 'bo', 'chipi', 'baka', 'bo', 'wela', 'mo', 'wena', 'straight', 'whoooaahh', 'dessngwanyanaka']"
@user kgosi when i say i was defeated yoh,negative,Setswana,kgosi when i say i was defeated yoh,"['kgosi', 'when', 'i', 'say', 'i', 'was', 'defeated', 'yoh']"
tshela oros ,neutral,Setswana,tshela oros,"['tshela', 'oros']"
ga ke rate kaha lo buisang banna ba bangwaketse ka teng batho bao ba gaufi ke pelo yame kana ebile kea go robala ,negative,Setswana,ga ke rate kaha lo buisang banna ba bangwaketse ka teng batho bao ba gaufi ke pelo yame kana ebile kea go robala,"['ga', 'ke', 'rate', 'kaha', 'lo', 'buisang', 'banna', 'ba', 'bangwaketse', 'ka', 'teng', 'batho', 'bao', 'ba', 'gaufi', 'ke', 'pelo', 'yame', 'kana', 'ebile', 'kea', 'go', 'robala']"
@user ijoo what if e a lwala gatwe they got rabies,positive,Setswana,ijoo what if e a lwala gatwe they got rabies,"['ijoo', 'what', 'if', 'e', 'a', 'lwala', 'gatwe', 'they', 'got', 'rabies']"
@user o botlhokwa gore baby sis ,positive,Setswana,o botlhokwa gore baby sis,"['o', 'botlhokwa', 'gore', 'baby', 'sis']"
@user o robale sentle ntwanak ,neutral,Setswana,o robale sentle ntwanak,"['o', 'robale', 'sentle', 'ntwanak']"
@user @user wa tshega hela,neutral,Setswana,wa tshega hela,"['wa', 'tshega', 'hela']"
ee akere ne o sa nna sentle you were stressed gape ,positive,Setswana,ee akere ne o sa nna sentle you were stressed gape,"['ee', 'akere', 'ne', 'o', 'sa', 'nna', 'sentle', 'you', 'were', 'stressed', 'gape']"
@user nna nka lwala hey every 5 minutes tlamile ke checke gore dintshang ,negative,Setswana,nna nka lwala hey every minutes tlamile ke checke gore dintshang,"['nna', 'nka', 'lwala', 'hey', 'every', 'minutes', 'tlamile', 'ke', 'checke', 'gore', 'dintshang']"
@user bese iyakuvalela ,neutral,Setswana,bese iyakuvalela,"['bese', 'iyakuvalela']"
@user @user mara o tshwana le diman waitsi mfanaka ,negative,Setswana,mara o tshwana le diman waitsi mfanaka,"['mara', 'o', 'tshwana', 'le', 'diman', 'waitsi', 'mfanaka']"
motho sale a re o ya go reka di veg le gompieno,negative,Setswana,motho sale a re o ya go reka di veg le gompieno,"['motho', 'sale', 'a', 're', 'o', 'ya', 'go', 'reka', 'di', 'veg', 'le', 'gompieno']"
nna ke man of god ke sa emetse lenyalo go ikutlwisa monate wa teng ,positive,Setswana,nna ke man of god ke sa emetse lenyalo go ikutlwisa monate wa teng,"['nna', 'ke', 'man', 'of', 'god', 'ke', 'sa', 'emetse', 'lenyalo', 'go', 'ikutlwisa', 'monate', 'wa', 'teng']"
ma form 3 ame a tlile late to class erile lunch e chaya abo ke ba raya kere ke duedisa15mins wame ke fa ba ngala 3 4boys walked out ha ne ba itse gore nkabo ke le ko go sky nna nako tse nxlaaaa ,negative,Setswana,ma form ame a tlile late to class erile lunch e chaya abo ke ba raya kere ke duedisamins wame ke fa ba ngala boys walked out ha ne ba itse gore nkabo ke le ko go sky nna nako tse nxlaaaa,"['ma', 'form', 'ame', 'a', 'tlile', 'late', 'to', 'class', 'erile', 'lunch', 'e', 'chaya', 'abo', 'ke', 'ba', 'raya', 'kere', 'ke', 'duedisamins', 'wame', 'ke', 'fa', 'ba', 'ngala', 'boys', 'walked', 'out', 'ha', 'ne', 'ba', 'itse', 'gore', 'nkabo', 'ke', 'le', 'ko', 'go', 'sky', 'nna', 'nako', 'tse', 'nxlaaaa']"
ke tsena ha dibareng tsa popin ke fithela go tshwerwe kgang this nigga is as drunk as a skunk but his friend is trying to persuade him to go to work le ene majita ba gana ka ene ba re his friend o batla go mo senyetsa tiro matagwa re ratelana botshelo kana ,positive,Setswana,ke tsena ha dibareng tsa popin ke fithela go tshwerwe kgang this nigga is as drunk as a skunk but his friend is trying to persuade him to go to work le ene majita ba gana ka ene ba re his friend o batla go mo senyetsa tiro matagwa re ratelana botshelo kana,"['ke', 'tsena', 'ha', 'dibareng', 'tsa', 'popin', 'ke', 'fithela', 'go', 'tshwerwe', 'kgang', 'this', 'nigga', 'is', 'as', 'drunk', 'as', 'a', 'skunk', 'but', 'his', 'friend', 'is', 'trying', 'to', 'persuade', 'him', 'to', 'go', 'to', 'work', 'le', 'ene', 'majita', 'ba', 'gana', 'ka', 'ene', 'ba', 're', 'his', 'friend', 'o', 'batla', 'go', 'mo', 'senyetsa', 'tiro', 'matagwa', 're', 'ratelana', 'botshelo', 'kana']"
@user ke kgwetse mo plasticeng kgantele ,negative,Setswana,ke kgwetse mo plasticeng kgantele,"['ke', 'kgwetse', 'mo', 'plasticeng', 'kgantele']"
le re buisa thata ,negative,Setswana,le re buisa thata,"['le', 're', 'buisa', 'thata']"
@user ke na le pelaelo ea hore ke fear of boloi also khale koana hakere ngaka e ne e le tsa moetlo so ba ne ba laola so ha a kena ka ngakeng o lebelletse hore u laole hore na o t oeroe ke ng,negative,Setswana,ke na le pelaelo ea hore ke fear of boloi also khale koana hakere ngaka e ne e le tsa moetlo so ba ne ba laola so ha a kena ka ngakeng o lebelletse hore u laole hore na o t oeroe ke ng,"['ke', 'na', 'le', 'pelaelo', 'ea', 'hore', 'ke', 'fear', 'of', 'boloi', 'also', 'khale', 'koana', 'hakere', 'ngaka', 'e', 'ne', 'e', 'le', 'tsa', 'moetlo', 'so', 'ba', 'ne', 'ba', 'laola', 'so', 'ha', 'a', 'kena', 'ka', 'ngakeng', 'o', 'lebelletse', 'hore', 'u', 'laole', 'hore', 'na', 'o', 't', 'oeroe', 'ke', 'ng']"
@user ke sober mme ke belaela e go bata yone jaanong ,positive,Setswana,ke sober mme ke belaela e go bata yone jaanong,"['ke', 'sober', 'mme', 'ke', 'belaela', 'e', 'go', 'bata', 'yone', 'jaanong']"
@user ska kghathala dintho di tla kopana soon ska wara,neutral,Setswana,ska kghathala dintho di tla kopana soon ska wara,"['ska', 'kghathala', 'dintho', 'di', 'tla', 'kopana', 'soon', 'ska', 'wara']"
@user hahaha roo reka serobe leng o beile kgang e tona mo tafoleng motho waaka,negative,Setswana,hahaha roo reka serobe leng o beile kgang e tona mo tafoleng motho waaka,"['hahaha', 'roo', 'reka', 'serobe', 'leng', 'o', 'beile', 'kgang', 'e', 'tona', 'mo', 'tafoleng', 'motho', 'waaka']"
@user ea nthatafalla ha ke tsebe ke araba joang but maybe hona le motho a tla thusa,negative,Setswana,ea nthatafalla ha ke tsebe ke araba joang but maybe hona le motho a tla thusa,"['ea', 'nthatafalla', 'ha', 'ke', 'tsebe', 'ke', 'araba', 'joang', 'but', 'maybe', 'hona', 'le', 'motho', 'a', 'tla', 'thusa']"
@user ere nna ke palame bethe,neutral,Setswana,ere nna ke palame bethe,"['ere', 'nna', 'ke', 'palame', 'bethe']"
i m busy packing and i don t even understand where i m going my suitcase has been half-packed for the past 2 hours my nausea and diarrhea have kicked in too yoh guys thato ya modimo e botlhoko shame ,negative,Setswana,i m busy packing and i don t even understand where i m going my suitcase has been halfpacked for the past hours my nausea and diarrhea have kicked in too yoh guys thato ya modimo e botlhoko shame,"['i', 'm', 'busy', 'packing', 'and', 'i', 'don', 't', 'even', 'understand', 'where', 'i', 'm', 'going', 'my', 'suitcase', 'has', 'been', 'halfpacked', 'for', 'the', 'past', 'hours', 'my', 'nausea', 'and', 'diarrhea', 'have', 'kicked', 'in', 'too', 'yoh', 'guys', 'thato', 'ya', 'modimo', 'e', 'botlhoko', 'shame']"
@user ema pele kante golo ha go buiwa ka eng ,positive,Setswana,ema pele kante golo ha go buiwa ka eng,"['ema', 'pele', 'kante', 'golo', 'ha', 'go', 'buiwa', 'ka', 'eng']"
@user mmashadi sepetlele ngakeng ,neutral,Setswana,mmashadi sepetlele ngakeng,"['mmashadi', 'sepetlele', 'ngakeng']"
@user @user hahahahaha ke motho le leqoeba hee bona bo thata bo nlahlisa mmetse,negative,Setswana,hahahahaha ke motho le leqoeba hee bona bo thata bo nlahlisa mmetse,"['hahahahaha', 'ke', 'motho', 'le', 'leqoeba', 'hee', 'bona', 'bo', 'thata', 'bo', 'nlahlisa', 'mmetse']"
@user i ll give it a week or two bese ngiya deactivate ,neutral,Setswana,i ll give it a week or two bese ngiya deactivate,"['i', 'll', 'give', 'it', 'a', 'week', 'or', 'two', 'bese', 'ngiya', 'deactivate']"
@user neke mametse ntate @user ka papadi ea beke e fetileng hane are selemong sena hotloba le moli a mocha oa dstv premiership ka mora hore ke shebelle papadi ea kajeno ya sundowns ke qala ho lumellana le taba yeo ,negative,Setswana,neke mametse ntate ka papadi ea beke e fetileng hane are selemong sena hotloba le moli a mocha oa dstv premiership ka mora hore ke shebelle papadi ea kajeno ya sundowns ke qala ho lumellana le taba yeo,"['neke', 'mametse', 'ntate', 'ka', 'papadi', 'ea', 'beke', 'e', 'fetileng', 'hane', 'are', 'selemong', 'sena', 'hotloba', 'le', 'moli', 'a', 'mocha', 'oa', 'dstv', 'premiership', 'ka', 'mora', 'hore', 'ke', 'shebelle', 'papadi', 'ea', 'kajeno', 'ya', 'sundowns', 'ke', 'qala', 'ho', 'lumellana', 'le', 'taba', 'yeo']"
@user so you can thuma mina ,neutral,Setswana,so you can thuma mina,"['so', 'you', 'can', 'thuma', 'mina']"
@user wago gaisa ,neutral,Setswana,wago gaisa,"['wago', 'gaisa']"
@user ke ohe wa parastatal ke bone maloba ntse go kgabola on the tl ,negative,Setswana,ke ohe wa parastatal ke bone maloba ntse go kgabola on the tl,"['ke', 'ohe', 'wa', 'parastatal', 'ke', 'bone', 'maloba', 'ntse', 'go', 'kgabola', 'on', 'the', 'tl']"
ke ipotsa gore ha monate wa kuku ene ele wa dijo ene eya go nna o ntseng jang gongwe one oya go thiba ditseba ,negative,Setswana,ke ipotsa gore ha monate wa kuku ene ele wa dijo ene eya go nna o ntseng jang gongwe one oya go thiba ditseba,"['ke', 'ipotsa', 'gore', 'ha', 'monate', 'wa', 'kuku', 'ene', 'ele', 'wa', 'dijo', 'ene', 'eya', 'go', 'nna', 'o', 'ntseng', 'jang', 'gongwe', 'one', 'oya', 'go', 'thiba', 'ditseba']"
@user @user le tsoga le lela kamoso le mo christmas akere ,positive,Setswana,le tsoga le lela kamoso le mo christmas akere,"['le', 'tsoga', 'le', 'lela', 'kamoso', 'le', 'mo', 'christmas', 'akere']"
@user o fihla ba e qetile bafana ba di polo ,negative,Setswana,o fihla ba e qetile bafana ba di polo,"['o', 'fihla', 'ba', 'e', 'qetile', 'bafana', 'ba', 'di', 'polo']"
@user @user wa tshega tota ,negative,Setswana,wa tshega tota,"['wa', 'tshega', 'tota']"
tla o betsa ka number fela @user ,neutral,Setswana,tla o betsa ka number fela,"['tla', 'o', 'betsa', 'ka', 'number', 'fela']"
you see the scandals tsa teng and wa bona there s money to bring it all to code easily mara flopo ke mismanagement of the money ,negative,Setswana,you see the scandals tsa teng and wa bona there s money to bring it all to code easily mara flopo ke mismanagement of the money,"['you', 'see', 'the', 'scandals', 'tsa', 'teng', 'and', 'wa', 'bona', 'there', 's', 'money', 'to', 'bring', 'it', 'all', 'to', 'code', 'easily', 'mara', 'flopo', 'ke', 'mismanagement', 'of', 'the', 'money']"
@user aowa that how will still be there gaotswa ko burna so otla ya o ntsha babalas ko teng ,negative,Setswana,aowa that how will still be there gaotswa ko burna so otla ya o ntsha babalas ko teng,"['aowa', 'that', 'how', 'will', 'still', 'be', 'there', 'gaotswa', 'ko', 'burna', 'so', 'otla', 'ya', 'o', 'ntsha', 'babalas', 'ko', 'teng']"
re tswa kgakala ,neutral,Setswana,re tswa kgakala,"['re', 'tswa', 'kgakala']"
nna ke sebetsa ka thata mminong mona hape modimo le badimo ba lehlakoreng laka kahoo haona ka mokgoo nka feilang ,negative,Setswana,nna ke sebetsa ka thata mminong mona hape modimo le badimo ba lehlakoreng laka kahoo haona ka mokgoo nka feilang,"['nna', 'ke', 'sebetsa', 'ka', 'thata', 'mminong', 'mona', 'hape', 'modimo', 'le', 'badimo', 'ba', 'lehlakoreng', 'laka', 'kahoo', 'haona', 'ka', 'mokgoo', 'nka', 'feilang']"
go phakela ema pele ,negative,Setswana,go phakela ema pele,"['go', 'phakela', 'ema', 'pele']"
batswetsi ba malatsi a barata straata ,neutral,Setswana,batswetsi ba malatsi a barata straata,"['batswetsi', 'ba', 'malatsi', 'a', 'barata', 'straata']"
@user @user o batlo tshega akere,positive,Setswana,o batlo tshega akere,"['o', 'batlo', 'tshega', 'akere']"
@user it s not giving mara re tla reng go tlhopha bothuli madonsela ,negative,Setswana,it s not giving mara re tla reng go tlhopha bothuli madonsela,"['it', 's', 'not', 'giving', 'mara', 're', 'tla', 'reng', 'go', 'tlhopha', 'bothuli', 'madonsela']"
@user ha ne ba winner jaanong ba grumpy ,positive,Setswana,ha ne ba winner jaanong ba grumpy,"['ha', 'ne', 'ba', 'winner', 'jaanong', 'ba', 'grumpy']"
mme hela ha o ntsha case e wa gore ,negative,Setswana,mme hela ha o ntsha case e wa gore,"['mme', 'hela', 'ha', 'o', 'ntsha', 'case', 'e', 'wa', 'gore']"
@user o taa simolla kamoso,neutral,Setswana,o taa simolla kamoso,"['o', 'taa', 'simolla', 'kamoso']"
@user le kwano sale phakela ka 9,neutral,Setswana,le kwano sale phakela ka,"['le', 'kwano', 'sale', 'phakela', 'ka']"
@user kana lona le tshela sentle,neutral,Setswana,kana lona le tshela sentle,"['kana', 'lona', 'le', 'tshela', 'sentle']"
@user when we lose always wa te fihla,negative,Setswana,when we lose always wa te fihla,"['when', 'we', 'lose', 'always', 'wa', 'te', 'fihla']"
@user @user tlisa onepoefaefe mahn hase letsatsi la dipotso lena,positive,Setswana,tlisa onepoefaefe mahn hase letsatsi la dipotso lena,"['tlisa', 'onepoefaefe', 'mahn', 'hase', 'letsatsi', 'la', 'dipotso', 'lena']"
@user re tsogile sentle le kae mama ,positive,Setswana,re tsogile sentle le kae mama,"['re', 'tsogile', 'sentle', 'le', 'kae', 'mama']"
@user @user @user mr mr se akanye sepe se sentsi o lese go ikimetsa ditiro re le teng akere golo hoo nkabe re 4,neutral,Setswana,mr mr se akanye sepe se sentsi o lese go ikimetsa ditiro re le teng akere golo hoo nkabe re,"['mr', 'mr', 'se', 'akanye', 'sepe', 'se', 'sentsi', 'o', 'lese', 'go', 'ikimetsa', 'ditiro', 're', 'le', 'teng', 'akere', 'golo', 'hoo', 'nkabe', 're']"
@user bese bathi vaaa title deed as a gift ,positive,Setswana,bese bathi vaaa title deed as a gift,"['bese', 'bathi', 'vaaa', 'title', 'deed', 'as', 'a', 'gift']"
@user ntate shao ,neutral,Setswana,ntate shao,"['ntate', 'shao']"
@user nna yena ke amogetswe kgale gore geke fihla legodimong go tla no ikgethela gore go direga bjang,negative,Setswana,nna yena ke amogetswe kgale gore geke fihla legodimong go tla no ikgethela gore go direga bjang,"['nna', 'yena', 'ke', 'amogetswe', 'kgale', 'gore', 'geke', 'fihla', 'legodimong', 'go', 'tla', 'no', 'ikgethela', 'gore', 'go', 'direga', 'bjang']"
@user tsaya mic hoo mona ntle kego botse gao typa nkare ga kego utlwe sentle waitse ,negative,Setswana,tsaya mic hoo mona ntle kego botse gao typa nkare ga kego utlwe sentle waitse,"['tsaya', 'mic', 'hoo', 'mona', 'ntle', 'kego', 'botse', 'gao', 'typa', 'nkare', 'ga', 'kego', 'utlwe', 'sentle', 'waitse']"
@user o short ole mong ska batla bana ba batho bao joine ntate ,positive,Setswana,o short ole mong ska batla bana ba batho bao joine ntate,"['o', 'short', 'ole', 'mong', 'ska', 'batla', 'bana', 'ba', 'batho', 'bao', 'joine', 'ntate']"
@user @user bona nna ke teng reje madi bagaetsho ke batla le ntlo ebile ,positive,Setswana,bona nna ke teng reje madi bagaetsho ke batla le ntlo ebile,"['bona', 'nna', 'ke', 'teng', 'reje', 'madi', 'bagaetsho', 'ke', 'batla', 'le', 'ntlo', 'ebile']"
@user that whole group ya bo pene-what-knot,neutral,Setswana,that whole group ya bo penewhatknot,"['that', 'whole', 'group', 'ya', 'bo', 'penewhatknot']"
@user lol phoso e kae ntate,negative,Setswana,lol phoso e kae ntate,"['lol', 'phoso', 'e', 'kae', 'ntate']"
ke tshogile ,negative,Setswana,ke tshogile,"['ke', 'tshogile']"
@user o reke le cologne ya spring mfanaka o nne bogale thata ,negative,Setswana,o reke le cologne ya spring mfanaka o nne bogale thata,"['o', 'reke', 'le', 'cologne', 'ya', 'spring', 'mfanaka', 'o', 'nne', 'bogale', 'thata']"
@user @user ntate @user its about time ,neutral,Setswana,ntate its about time,"['ntate', 'its', 'about', 'time']"
@user madlozi a go betsa bosigo go see a doc or nurse bro,neutral,Setswana,madlozi a go betsa bosigo go see a doc or nurse bro,"['madlozi', 'a', 'go', 'betsa', 'bosigo', 'go', 'see', 'a', 'doc', 'or', 'nurse', 'bro']"
@user @user batho ba tshela wena how do you use your geyser ,neutral,Setswana,batho ba tshela wena how do you use your geyser,"['batho', 'ba', 'tshela', 'wena', 'how', 'do', 'you', 'use', 'your', 'geyser']"
@user ah nnyaa yoo o sale a le ganne o his prime it s ok bro ,positive,Setswana,ah nnyaa yoo o sale a le ganne o his prime it s ok bro,"['ah', 'nnyaa', 'yoo', 'o', 'sale', 'a', 'le', 'ganne', 'o', 'his', 'prime', 'it', 's', 'ok', 'bro']"
@user kee rata jang ,positive,Setswana,kee rata jang,"['kee', 'rata', 'jang']"
@user o ira sentle,neutral,Setswana,o ira sentle,"['o', 'ira', 'sentle']"
@user a heartfelt congratulations our sister in christ @user @user modimo ke star modimo ke sethakga may the holy spirit continue to lead hallelujah hallelujah o mogolo morena modimo ,positive,Setswana,a heartfelt congratulations our sister in christ modimo ke star modimo ke sethakga may the holy spirit continue to lead hallelujah hallelujah o mogolo morena modimo,"['a', 'heartfelt', 'congratulations', 'our', 'sister', 'in', 'christ', 'modimo', 'ke', 'star', 'modimo', 'ke', 'sethakga', 'may', 'the', 'holy', 'spirit', 'continue', 'to', 'lead', 'hallelujah', 'hallelujah', 'o', 'mogolo', 'morena', 'modimo']"
@user nna kea lwala you must have fun ,positive,Setswana,nna kea lwala you must have fun,"['nna', 'kea', 'lwala', 'you', 'must', 'have', 'fun']"
@user bopha malume,neutral,Setswana,bopha malume,"['bopha', 'malume']"
@user thata the mma ,negative,Setswana,thata the mma,"['thata', 'the', 'mma']"
@user nyaa mma tota ene o buile gore go tlogela ke kgang tsa rona ene ga a utlwe gore ra re bothata bo ha kae,negative,Setswana,nyaa mma tota ene o buile gore go tlogela ke kgang tsa rona ene ga a utlwe gore ra re bothata bo ha kae,"['nyaa', 'mma', 'tota', 'ene', 'o', 'buile', 'gore', 'go', 'tlogela', 'ke', 'kgang', 'tsa', 'rona', 'ene', 'ga', 'a', 'utlwe', 'gore', 'ra', 're', 'bothata', 'bo', 'ha', 'kae']"
@user @user go tla siama morwarre,neutral,Setswana,go tla siama morwarre,"['go', 'tla', 'siama', 'morwarre']"
@user ehe le teng ra le misa ah kante le tabolang gov lenao jang le sa re thuse le rona ,negative,Setswana,ehe le teng ra le misa ah kante le tabolang gov lenao jang le sa re thuse le rona,"['ehe', 'le', 'teng', 'ra', 'le', 'misa', 'ah', 'kante', 'le', 'tabolang', 'gov', 'lenao', 'jang', 'le', 'sa', 're', 'thuse', 'le', 'rona']"
@user a gona motho wa go nna le jealous go tshwana le chomi ,negative,Setswana,a gona motho wa go nna le jealous go tshwana le chomi,"['a', 'gona', 'motho', 'wa', 'go', 'nna', 'le', 'jealous', 'go', 'tshwana', 'le', 'chomi']"
nestl cremora joy of inclusion presents the spotted beauty of boitumelo rametsi ,neutral,Setswana,nestl cremora joy of inclusion presents the spotted beauty of boitumelo rametsi,"['nestl', 'cremora', 'joy', 'of', 'inclusion', 'presents', 'the', 'spotted', 'beauty', 'of', 'boitumelo', 'rametsi']"
@user re tshega le lona kgante le di chipi ,negative,Setswana,re tshega le lona kgante le di chipi,"['re', 'tshega', 'le', 'lona', 'kgante', 'le', 'di', 'chipi']"
@user @user hardy commissar next time go tla siama ,neutral,Setswana,hardy commissar next time go tla siama,"['hardy', 'commissar', 'next', 'time', 'go', 'tla', 'siama']"
ke fihla gae le sugarmama waka maahego aoqa go monate goseng watsoga o swiela lebala ke kwele fela ka bomma bare ao chomie o lahlwa ke eng mo gaka tsatsi laka laba lele koroto ,negative,Setswana,ke fihla gae le sugarmama waka maahego aoqa go monate goseng watsoga o swiela lebala ke kwele fela ka bomma bare ao chomie o lahlwa ke eng mo gaka tsatsi laka laba lele koroto,"['ke', 'fihla', 'gae', 'le', 'sugarmama', 'waka', 'maahego', 'aoqa', 'go', 'monate', 'goseng', 'watsoga', 'o', 'swiela', 'lebala', 'ke', 'kwele', 'fela', 'ka', 'bomma', 'bare', 'ao', 'chomie', 'o', 'lahlwa', 'ke', 'eng', 'mo', 'gaka', 'tsatsi', 'laka', 'laba', 'lele', 'koroto']"
@user e palama makhubu a radio tshipi ya majeremane @user 809 audio bouquet mahikeng ,neutral,Setswana,e palama makhubu a radio tshipi ya majeremane audio bouquet mahikeng,"['e', 'palama', 'makhubu', 'a', 'radio', 'tshipi', 'ya', 'majeremane', 'audio', 'bouquet', 'mahikeng']"
@user ke go no amogela fela gore dingwaga dile,negative,Setswana,ke go no amogela fela gore dingwaga dile,"['ke', 'go', 'no', 'amogela', 'fela', 'gore', 'dingwaga', 'dile']"
manqoba mngqithi was right - chiefs and rats are nowhere near sundowns level mara pie-rats e stjoepid just fire the new coach and take pitso mosimane watch how the mentality of the current crop of players will change ,negative,Setswana,manqoba mngqithi was right chiefs and rats are nowhere near sundowns level mara pierats e stjoepid just fire the new coach and take pitso mosimane watch how the mentality of the current crop of players will change,"['manqoba', 'mngqithi', 'was', 'right', 'chiefs', 'and', 'rats', 'are', 'nowhere', 'near', 'sundowns', 'level', 'mara', 'pierats', 'e', 'stjoepid', 'just', 'fire', 'the', 'new', 'coach', 'and', 'take', 'pitso', 'mosimane', 'watch', 'how', 'the', 'mentality', 'of', 'the', 'current', 'crop', 'of', 'players', 'will', 'change']"
@user bese sibita @user ngoba angasiloya nasingamshiya ,positive,Setswana,bese sibita ngoba angasiloya nasingamshiya,"['bese', 'sibita', 'ngoba', 'angasiloya', 'nasingamshiya']"
le di puo tlheng ,negative,Setswana,le di puo tlheng,"['le', 'di', 'puo', 'tlheng']"
3 tseleng ya ka ke lebone le mpontshang hohle moo ke yang,positive,Setswana,tseleng ya ka ke lebone le mpontshang hohle moo ke yang,"['tseleng', 'ya', 'ka', 'ke', 'lebone', 'le', 'mpontshang', 'hohle', 'moo', 'ke', 'yang']"
@user tshwanetse o leke pele go bona gore a ke motho or moleko,negative,Setswana,tshwanetse o leke pele go bona gore a ke motho or moleko,"['tshwanetse', 'o', 'leke', 'pele', 'go', 'bona', 'gore', 'a', 'ke', 'motho', 'or', 'moleko']"
@user @user matla sona dankie ditsala a monate wa mmino wa sedumedi 88 8 @user,negative,Setswana,matla sona dankie ditsala a monate wa mmino wa sedumedi,"['matla', 'sona', 'dankie', 'ditsala', 'a', 'monate', 'wa', 'mmino', 'wa', 'sedumedi']"
@user o tswa mo o opiwa ke tlhogo ,positive,Setswana,o tswa mo o opiwa ke tlhogo,"['o', 'tswa', 'mo', 'o', 'opiwa', 'ke', 'tlhogo']"
@user but it s been 12 since nako ya ditapole di shota,neutral,Setswana,but it s been since nako ya ditapole di shota,"['but', 'it', 's', 'been', 'since', 'nako', 'ya', 'ditapole', 'di', 'shota']"
@user a wise grandmother you had a robale ka kgotso mosadi mogolo ,neutral,Setswana,a wise grandmother you had a robale ka kgotso mosadi mogolo,"['a', 'wise', 'grandmother', 'you', 'had', 'a', 'robale', 'ka', 'kgotso', 'mosadi', 'mogolo']"
@user eseng a se a tshela,neutral,Setswana,eseng a se a tshela,"['eseng', 'a', 'se', 'a', 'tshela']"
@user @user o montle thata ,negative,Setswana,o montle thata,"['o', 'montle', 'thata']"
@user pitso mosimane head coach arthur zwane assitance ,neutral,Setswana,pitso mosimane head coach arthur zwane assitance,"['pitso', 'mosimane', 'head', 'coach', 'arthur', 'zwane', 'assitance']"
@user @user 333 ke eng jaanong thank you sudat,neutral,Setswana,ke eng jaanong thank you sudat,"['ke', 'eng', 'jaanong', 'thank', 'you', 'sudat']"
@user i said this maloba hela jaana ,neutral,Setswana,i said this maloba hela jaana,"['i', 'said', 'this', 'maloba', 'hela', 'jaana']"
